id,src,dst,bw,srlg,distance
114,59,60,409600,114,1291
115,59,76,409600,115,873
116,60,61,409600,116,2687
117,60,77,409600,117,2047
118,61,62,409600,118,1623
119,61,78,409600,119,2636
120,62,63,409600,120,1882
121,62,79,409600,121,588
122,63,64,409600,122,1087
123,63,80,409600,123,574
124,64,65,409600,124,1013
125,64,81,409600,125,2302
126,65,66,409600,126,2210
127,65,82,409600,127,1079
128,66,67,409600,128,2397
129,66,83,409600,129,1757
130,67,68,409600,130,2393
131,67,84,409600,131,1638
132,68,85,409600,132,1485
133,69,70,409600,133,901
134,69,86,409600,134,569
135,70,71,409600,135,2090
136,70,87,409600,136,2024
137,71,72,409600,137,375
138,71,88,409600,138,195
139,72,73,409600,139,452
140,72,89,409600,140,629
141,73,74,409600,141,2573
142,73,90,409600,142,658
143,74,75,409600,143,2790
144,74,91,409600,144,1732
145,75,76,409600,145,2445
146,75,92,409600,146,263
147,76,77,409600,147,1579
148,76,93,409600,148,1566
149,77,78,409600,149,2443
150,77,94,409600,150,1920
151,78,79,409600,151,2170
152,78,95,409600,152,1032
153,79,80,409600,153,2269
154,79,96,409600,154,50
155,80,81,409600,155,2789
156,80,97,409600,156,2955
157,81,82,409600,157,472
158,81,98,409600,158,2795
159,82,83,409600,159,2202
160,82,99,409600,160,1095
161,83,84,409600,161,2628
162,83,100,409600,162,1396
163,84,85,409600,163,459
164,84,101,409600,164,1205
165,85,102,409600,165,1783
166,86,87,409600,166,650
167,86,103,409600,167,1861
168,87,88,409600,168,16
169,87,104,409600,169,2960
170,88,89,409600,170,2950
171,88,105,409600,171,1081
172,89,90,409600,172,2053
173,89,106,409600,173,734
174,90,91,409600,174,2082
175,90,107,409600,175,438
176,91,92,409600,176,2564
177,91,108,409600,177,1225
178,92,93,409600,178,2620
179,92,109,409600,179,2082
180,93,94,409600,180,2497
181,93,110,409600,181,817
182,94,95,409600,182,629
183,94,111,409600,183,1534
184,95,96,409600,184,664
185,95,112,409600,185,2212
186,96,97,409600,186,2175
187,96,113,409600,187,5
188,97,98,409600,188,2456
189,97,114,409600,189,1330
190,98,99,409600,190,2004
191,98,115,409600,191,82
192,99,100,409600,192,461
193,99,116,409600,193,1489
194,100,101,409600,194,1262
195,100,117,409600,195,983
196,101,102,409600,196,240
197,101,118,409600,197,989
198,102,119,409600,198,2326
199,103,104,409600,199,325
200,103,120,409600,200,353
201,104,105,409600,201,3000
202,104,121,409600,202,1993
203,105,106,409600,203,286
204,105,122,409600,204,2184
205,106,107,409600,205,518
206,106,123,409600,206,528
207,107,108,409600,207,2705
208,107,124,409600,208,1949
209,108,109,409600,209,2254
210,108,125,409600,210,679
211,109,110,409600,211,1088
212,109,126,409600,212,2164
213,110,111,409600,213,2487
214,110,127,409600,214,1736
215,111,112,409600,215,870
216,111,128,409600,216,2211
217,112,113,409600,217,2992
218,112,129,409600,218,2828
219,113,114,409600,219,826
220,113,130,409600,220,2923
221,114,115,409600,221,1279
222,114,131,409600,222,1637
223,115,116,409600,223,2754
224,115,132,409600,224,2664
225,116,117,409600,225,1532
226,116,133,409600,226,1797
227,117,118,409600,227,2122
228,117,134,409600,228,1852
229,118,119,409600,229,498
230,118,135,409600,230,1018
231,119,136,409600,231,923
232,120,121,409600,232,265
233,120,137,409600,233,1387
234,121,122,409600,234,89
235,121,138,409600,235,2412
236,122,123,409600,236,2271
237,122,139,409600,237,945
238,123,124,409600,238,2413
239,123,140,409600,239,905
240,124,125,409600,240,32
241,124,141,409600,241,293
242,125,126,409600,242,2902
243,125,142,409600,243,2587
244,126,127,409600,244,244
245,126,143,409600,245,940
246,127,128,409600,246,279
247,127,144,409600,247,131
248,128,129,409600,248,1356
249,128,145,409600,249,293
250,129,130,409600,250,2108
251,129,146,409600,251,977
252,130,131,409600,252,1143
253,130,147,409600,253,2743
254,131,132,409600,254,1991
255,131,148,409600,255,880
256,132,133,409600,256,2211
257,132,149,409600,257,544
258,133,134,409600,258,2965
259,133,150,409600,259,2341
260,134,135,409600,260,2363
261,134,151,409600,261,1939
262,135,136,409600,262,998
263,135,152,409600,263,1940
264,136,153,409600,264,1670
265,137,138,409600,265,782
266,137,154,409600,266,389
267,138,139,409600,267,400
268,138,155,409600,268,2702
269,139,140,409600,269,1768
270,139,156,409600,270,1454
271,140,141,409600,271,1737
272,140,157,409600,272,1686
273,141,142,409600,273,1915
274,141,158,409600,274,2989
275,142,143,409600,275,224
276,142,159,409600,276,2761
277,143,144,409600,277,2679
278,143,160,409600,278,2649
279,144,145,409600,279,406
280,144,161,409600,280,251
281,145,146,409600,281,1652
282,145,162,409600,282,2985
283,146,147,409600,283,1392
284,146,163,409600,284,450
285,147,148,409600,285,1021
286,147,164,409600,286,787
287,148,149,409600,287,782
288,148,165,409600,288,2199
289,149,150,409600,289,1840
290,149,166,409600,290,577
291,150,151,409600,291,1731
292,150,167,409600,292,754
293,151,152,409600,293,1143
294,151,168,409600,294,1897
295,152,153,409600,295,1026
296,152,169,409600,296,311
297,153,170,409600,297,1818
298,154,155,409600,298,2257
299,154,171,409600,299,404
300,155,156,409600,300,210
301,155,172,409600,301,2674
302,156,157,409600,302,2217
303,156,173,409600,303,63
304,157,158,409600,304,385
305,157,174,409600,305,971
306,158,159,409600,306,684
307,158,175,409600,307,1667
308,159,160,409600,308,1992
309,159,176,409600,309,1974
310,160,161,409600,310,878
311,160,177,409600,311,1645
312,161,162,409600,312,243
313,161,178,409600,313,677
314,162,163,409600,314,1555
315,162,179,409600,315,11
316,163,164,409600,316,1602
317,163,180,409600,317,1089
318,164,165,409600,318,1866
319,164,181,409600,319,1171
320,165,166,409600,320,1735
321,165,182,409600,321,2856
322,166,167,409600,322,2995
323,166,183,409600,323,2279
324,167,168,409600,324,2714
325,167,184,409600,325,2945
326,168,169,409600,326,1996
327,168,185,409600,327,637
328,169,170,409600,328,780
329,169,186,409600,329,1218
330,170,187,409600,330,894
331,171,172,409600,331,242
332,171,188,409600,332,2375
333,172,173,409600,333,2223
334,172,189,409600,334,252
335,173,174,409600,335,1287
336,173,190,409600,336,237
337,174,175,409600,337,208
338,174,191,409600,338,2395
339,175,176,409600,339,1955
340,175,192,409600,340,2062
341,176,177,409600,341,2178
342,176,193,409600,342,647
343,177,178,409600,343,235
344,177,194,409600,344,2083
345,178,179,409600,345,331
346,178,195,409600,346,764
347,179,180,409600,347,283
348,179,196,409600,348,2440
349,180,181,409600,349,281
350,180,197,409600,350,2768
351,181,182,409600,351,966
352,181,198,409600,352,1656
353,182,183,409600,353,494
354,182,199,409600,354,2336
355,183,184,409600,355,1011
356,183,200,409600,356,2374
357,184,185,409600,357,2438
358,184,201,409600,358,165
359,185,186,409600,359,2539
360,185,202,409600,360,338
361,186,187,409600,361,1720
362,186,203,409600,362,2695
363,187,204,409600,363,2393
364,188,189,409600,364,2318
365,188,205,409600,365,2144
366,189,190,409600,366,1298
367,189,206,409600,367,1071
368,190,191,409600,368,839
369,190,207,409600,369,2746
370,191,192,409600,370,2936
371,191,208,409600,371,1289
372,192,193,409600,372,980
373,192,209,409600,373,1090
374,193,194,409600,374,1624
375,193,210,409600,375,539
376,194,195,409600,376,2754
377,194,211,409600,377,2646
378,195,196,409600,378,1231
379,195,212,409600,379,1875
380,196,197,409600,380,1298
381,196,213,409600,381,300
382,197,198,409600,382,41
383,197,214,409600,383,1880
384,198,199,409600,384,2547
385,198,215,409600,385,2309
386,199,200,409600,386,412
387,199,216,409600,387,303
388,200,201,409600,388,2205
389,200,217,409600,389,876
390,201,202,409600,390,2075
391,201,218,409600,391,1089
392,202,203,409600,392,545
393,202,219,409600,393,1432
394,203,204,409600,394,284
395,203,220,409600,395,1003
396,204,221,409600,396,1516
397,205,206,409600,397,1170
398,205,222,409600,398,649
399,206,207,409600,399,1797
400,206,223,409600,400,2228
401,207,208,409600,401,2884
402,207,224,409600,402,1242
403,208,209,409600,403,2508
404,208,225,409600,404,2681
405,209,210,409600,405,2169
406,209,226,409600,406,35
407,210,211,409600,407,2738
408,210,227,409600,408,2274
409,211,212,409600,409,1229
410,211,228,409600,410,2720
411,212,213,409600,411,427
412,212,229,409600,412,553
413,213,214,409600,413,1086
414,213,230,409600,414,475
415,214,215,409600,415,441
416,214,231,409600,416,2269
417,215,216,409600,417,639
418,215,232,409600,418,1118
419,216,217,409600,419,1157
420,216,233,409600,420,2480
421,217,218,409600,421,865
422,217,234,409600,422,2942
423,218,219,409600,423,1407
424,218,235,409600,424,836
425,219,220,409600,425,2818
426,219,236,409600,426,2600
427,220,221,409600,427,1084
428,220,237,409600,428,2073
429,221,238,409600,429,2004
430,222,223,409600,430,1031
431,222,239,409600,431,211
432,223,224,409600,432,381
433,223,240,409600,433,2601
434,224,225,409600,434,1737
435,224,241,409600,435,1136
436,225,226,409600,436,183
437,225,242,409600,437,17
438,226,227,409600,438,1369
439,226,243,409600,439,538
440,227,228,409600,440,2612
441,227,244,409600,441,1075
442,228,229,409600,442,664
443,228,245,409600,443,1812
444,229,230,409600,444,2262
445,229,246,409600,445,2893
446,230,231,409600,446,1754
447,230,247,409600,447,2300
448,231,232,409600,448,42
449,231,248,409600,449,461
450,232,233,409600,450,311
451,232,249,409600,451,2833
452,233,234,409600,452,613
453,233,250,409600,453,2237
454,234,235,409600,454,150
455,234,251,409600,455,1515
456,235,236,409600,456,2388
457,235,252,409600,457,2266
458,236,237,409600,458,609
459,236,253,409600,459,1763
460,237,238,409600,460,525
461,237,254,409600,461,174
462,238,255,409600,462,1265
463,239,240,409600,463,1496
464,239,256,409600,464,166
465,240,241,409600,465,1468
466,240,257,409600,466,863
467,241,242,409600,467,2796
468,241,258,409600,468,1025
469,242,243,409600,469,2734
470,242,259,409600,470,424
471,243,244,409600,471,1451
472,243,260,409600,472,2296
473,244,245,409600,473,1667
474,244,261,409600,474,2545
475,245,246,409600,475,636
476,245,262,409600,476,972
477,246,247,409600,477,668
478,246,263,409600,478,728
479,247,248,409600,479,1691
480,247,264,409600,480,104
481,248,249,409600,481,737
482,248,265,409600,482,1363
483,249,250,409600,483,1689
484,249,266,409600,484,2746
485,250,251,409600,485,1019
486,250,267,409600,486,1095
487,251,252,409600,487,655
488,251,268,409600,488,2875
489,252,253,409600,489,445
490,252,269,409600,490,1569
491,253,254,409600,491,161
492,253,270,409600,492,1930
493,254,255,409600,493,914
494,254,271,409600,494,820
495,255,272,409600,495,1888
496,256,257,409600,496,1435
497,256,273,409600,497,1253
498,257,258,409600,498,935
499,257,274,409600,499,916
500,258,259,409600,500,99
501,258,275,409600,501,2706
502,259,260,409600,502,794
503,259,276,409600,503,1635
504,260,261,409600,504,1347
505,260,277,409600,505,1144
506,261,262,409600,506,287
507,261,278,409600,507,1146
508,262,263,409600,508,1441
509,262,279,409600,509,2630
510,263,264,409600,510,2089
511,263,280,409600,511,1640
512,264,265,409600,512,2786
513,264,281,409600,513,2199
514,265,266,409600,514,1359
515,265,282,409600,515,116
516,266,267,409600,516,475
517,266,283,409600,517,1072
518,267,268,409600,518,734
519,267,284,409600,519,2381
520,268,269,409600,520,1090
521,268,285,409600,521,159
522,269,270,409600,522,447
523,269,286,409600,523,2446
524,270,271,409600,524,1782
525,270,287,409600,525,1418
526,271,272,409600,526,2987
527,271,288,409600,527,1287
528,272,289,409600,528,1790
529,273,274,409600,529,2486
530,273,274,409600,529,2097
531,274,275,409600,530,476
532,274,275,409600,530,1580
533,275,276,409600,531,2364
534,275,276,409600,531,781
535,276,277,409600,532,1046
536,276,277,409600,532,184
537,277,278,409600,533,2906
538,277,278,409600,533,1789
539,278,279,409600,534,9
540,278,279,409600,534,2132
541,279,280,409600,535,2208
542,279,280,409600,535,2816
543,280,281,409600,536,2949
544,280,281,409600,536,2749
545,281,282,409600,537,810
546,281,282,409600,537,1494
547,282,283,409600,538,1769
548,282,283,409600,538,289
549,283,284,409600,539,2723
550,283,284,409600,539,1355
551,284,285,409600,540,2555
552,284,285,409600,540,1288
553,285,286,409600,541,2720
554,285,286,409600,541,513
555,286,287,409600,542,2951
556,286,287,409600,542,1233
557,287,288,409600,543,2080
558,287,288,409600,543,1269
559,288,289,409600,544,2734
560,288,289,409600,544,1675
561,289,289,409600,545,1339
562,1,2,409600,1,1651
563,1,18,409600,2,2858
564,2,3,409600,3,1214
565,2,19,409600,4,2273
566,3,4,409600,5,524
567,3,20,409600,6,788
568,4,5,409600,7,1725
569,4,21,409600,8,2726
570,5,6,409600,9,1555
571,5,22,409600,10,2777
572,6,7,409600,11,715
573,6,23,409600,12,2524
574,7,8,409600,13,2334
575,7,24,409600,14,1235
576,8,9,409600,15,1666
577,8,25,409600,16,2247
578,9,10,409600,17,4
579,9,26,409600,18,1247
580,10,11,409600,19,1178
581,10,27,409600,20,863
582,11,12,409600,21,1763
583,11,28,409600,22,2378
584,12,13,409600,23,2487
585,12,29,409600,24,2684
586,13,14,409600,25,1322
587,13,30,409600,26,1907
588,14,15,409600,27,1812
589,14,31,409600,28,1814
590,15,16,409600,29,2770
591,15,32,409600,30,878
592,16,17,409600,31,2096
593,16,33,409600,32,1941
594,17,34,409600,33,698
595,18,19,409600,34,2701
596,18,35,409600,35,350
597,19,20,409600,36,1165
598,19,36,409600,37,2114
599,20,21,409600,38,2722
600,20,37,409600,39,2595
601,21,22,409600,40,2539
602,21,38,409600,41,1375
603,22,23,409600,42,385
604,22,39,409600,43,965
605,23,24,409600,44,2758
606,23,40,409600,45,1274
607,24,25,409600,46,923
608,24,41,409600,47,818
609,25,26,409600,48,606
610,25,42,409600,49,103
611,26,27,409600,50,192
612,26,43,409600,51,1005
613,27,28,409600,52,1949
614,27,44,409600,53,2506
615,28,29,409600,54,301
616,28,45,409600,55,1868
617,29,30,409600,56,1700
618,29,46,409600,57,2582
619,30,31,409600,58,2360
620,30,47,409600,59,799
621,31,32,409600,60,2945
622,31,48,409600,61,2855
623,32,33,409600,62,1575
624,32,49,409600,63,2027
625,33,34,409600,64,1639
626,33,50,409600,65,1002
627,34,51,409600,66,607
628,35,36,409600,67,2690
629,35,52,409600,68,2819
630,36,37,409600,69,25
631,36,53,409600,70,439
632,37,38,409600,71,1744
633,37,54,409600,72,899
634,38,39,409600,73,723
635,38,55,409600,74,2853
636,39,40,409600,75,2124
637,39,56,409600,76,1905
638,40,41,409600,77,208
639,40,57,409600,78,2286
640,41,42,409600,79,1023
641,41,58,409600,80,500
642,42,43,409600,81,1872
643,42,59,409600,82,549
644,43,44,409600,83,1906
645,43,60,409600,84,2737
646,44,45,409600,85,2178
647,44,61,409600,86,2292
648,45,46,409600,87,2441
649,45,62,409600,88,1302
650,46,47,409600,89,1815
651,46,63,409600,90,2512
652,47,48,409600,91,2949
653,47,64,409600,92,2070
654,48,49,409600,93,1750
655,48,65,409600,94,2247
656,49,50,409600,95,1829
657,49,66,409600,96,654
658,50,51,409600,97,1947
659,50,67,409600,98,1846
660,51,68,409600,99,1064
661,52,53,409600,100,1015
662,52,69,409600,101,2614
663,53,54,409600,102,1138
664,53,70,409600,103,2138
665,54,55,409600,104,1987
666,54,71,409600,105,2570
667,55,56,409600,106,982
668,55,72,409600,107,1127
669,56,57,409600,108,1804
670,56,73,409600,109,320
671,57,58,409600,110,2925
672,57,74,409600,111,1173
673,58,59,409600,112,963
674,58,75,409600,113,1115
675,59,60,409600,114,1378
676,59,76,409600,115,1312
677,60,61,409600,116,2215
678,60,77,409600,117,333
679,61,62,409600,118,569
680,61,78,409600,119,620
681,62,63,409600,120,950
682,62,79,409600,121,1571
683,63,64,409600,122,2845
684,63,80,409600,123,628
685,64,65,409600,124,2896
686,64,81,409600,125,879
687,65,66,409600,126,266
688,65,82,409600,127,1702
689,66,67,409600,128,1672
690,66,83,409600,129,1358
691,67,68,409600,130,2225
692,67,84,409600,131,1911
693,68,85,409600,132,1706
694,69,70,409600,133,258
695,69,86,409600,134,850
696,70,71,409600,135,1723
697,70,87,409600,136,1598
698,71,72,409600,137,2395
699,71,88,409600,138,2851
700,72,73,409600,139,83
701,72,89,409600,140,2361
702,73,74,409600,141,1561
703,73,90,409600,142,1956
704,74,75,409600,143,27
705,74,91,409600,144,1443
706,75,76,409600,145,1226
707,75,92,409600,146,1600
708,76,77,409600,147,1719
709,76,93,409600,148,2207
710,77,78,409600,149,2239
711,77,94,409600,150,2473
712,78,79,409600,151,906
713,78,95,409600,152,2002
714,79,80,409600,153,901
715,79,96,409600,154,1120
716,80,81,409600,155,1788
717,80,97,409600,156,1992
718,81,82,409600,157,121
719,81,98,409600,158,1595
720,82,83,409600,159,1379
721,82,99,409600,160,2742
722,83,84,409600,161,2784
723,83,100,409600,162,1659
724,84,85,409600,163,2969
725,84,101,409600,164,679
726,85,102,409600,165,1917
727,86,87,409600,166,525
728,86,103,409600,167,2551
729,87,88,409600,168,2190
730,87,104,409600,169,113
731,88,89,409600,170,1616
732,88,105,409600,171,2427
733,89,90,409600,172,2314
734,89,106,409600,173,2718
735,90,91,409600,174,114
736,90,107,409600,175,346
737,91,92,409600,176,2635
738,91,108,409600,177,1758
739,92,93,409600,178,558
740,92,109,409600,179,1894
741,93,94,409600,180,747
742,93,110,409600,181,208
743,94,95,409600,182,1068
744,94,111,409600,183,1555
745,95,96,409600,184,1343
746,95,112,409600,185,869
747,96,97,409600,186,1865
748,96,113,409600,187,1341
749,97,98,409600,188,1385
750,97,114,409600,189,1555
751,98,99,409600,190,1142
752,98,115,409600,191,1729
753,99,100,409600,192,1036
754,99,116,409600,193,338
755,100,101,409600,194,1929
756,100,117,409600,195,82
757,101,102,409600,196,2212
758,101,118,409600,197,216
759,102,119,409600,198,1436
760,103,104,409600,199,921
761,103,120,409600,200,2665
762,104,105,409600,201,284
763,104,121,409600,202,2672
764,105,106,409600,203,167
765,105,122,409600,204,130
766,106,107,409600,205,1015
767,106,123,409600,206,819
768,107,108,409600,207,86
769,107,124,409600,208,2547
770,108,109,409600,209,627
771,108,125,409600,210,980
772,109,110,409600,211,520
773,109,126,409600,212,1942
774,110,111,409600,213,2745
775,110,127,409600,214,471
776,111,112,409600,215,2313
777,111,128,409600,216,895
778,112,113,409600,217,1907
779,112,129,409600,218,2868
780,113,114,409600,219,1052
781,113,130,409600,220,1513
782,114,115,409600,221,690
783,114,131,409600,222,2484
784,115,116,409600,223,2490
785,115,132,409600,224,2945
786,116,117,409600,225,472
787,116,133,409600,226,673
788,117,118,409600,227,1277
789,117,134,409600,228,445
790,118,119,409600,229,2373
791,118,135,409600,230,108
792,119,136,409600,231,1280
793,120,121,409600,232,2361
794,120,137,409600,233,2777
795,121,122,409600,234,1540
796,121,138,409600,235,1627
797,122,123,409600,236,2931
798,122,139,409600,237,815
799,123,124,409600,238,314
800,123,140,409600,239,2428
801,124,125,409600,240,2831
802,124,141,409600,241,2572
803,125,126,409600,242,997
804,125,142,409600,243,420
805,126,127,409600,244,2858
806,126,143,409600,245,1238
807,127,128,409600,246,2805
808,127,144,409600,247,2462
809,128,129,409600,248,498
810,128,145,409600,249,2321
811,129,130,409600,250,171
812,129,146,409600,251,1425
813,130,131,409600,252,2185
814,130,147,409600,253,1757
815,131,132,409600,254,2712
816,131,148,409600,255,1520
817,132,133,409600,256,285
818,132,149,409600,257,2075
819,133,134,409600,258,2655
820,133,150,409600,259,1400
821,134,135,409600,260,54
822,134,151,409600,261,1723
823,135,136,409600,262,2010
824,135,152,409600,263,435
825,136,153,409600,264,1778
826,137,138,409600,265,1486
827,137,154,409600,266,2606
828,138,139,409600,267,1886
829,138,155,409600,268,2900
830,139,140,409600,269,629
831,139,156,409600,270,1786
832,140,141,409600,271,724
833,140,157,409600,272,2140
834,141,142,409600,273,2667
835,141,158,409600,274,1109
836,142,143,409600,275,2525
837,142,159,409600,276,2207
838,143,144,409600,277,1983
839,143,160,409600,278,1907
840,144,145,409600,279,1787
841,144,161,409600,280,2997
842,145,146,409600,281,2429
843,145,162,409600,282,1102
844,146,147,409600,283,1323
845,146,163,409600,284,1008
846,147,148,409600,285,357
847,147,164,409600,286,1145
848,148,149,409600,287,1849
849,148,165,409600,288,1001
850,149,150,409600,289,1906
851,149,166,409600,290,2337
852,150,151,409600,291,2502
853,150,167,409600,292,2739
854,151,152,409600,293,1555
855,151,168,409600,294,1380
856,152,153,409600,295,120
857,152,169,409600,296,2027
858,153,170,409600,297,1334
859,154,155,409600,298,747
860,154,171,409600,299,2000
861,155,156,409600,300,871
862,155,172,409600,301,1456
863,156,157,409600,302,1061
864,156,173,409600,303,1397
865,157,158,409600,304,1148
866,157,174,409600,305,2444
867,158,159,409600,306,2875
868,158,175,409600,307,1134
869,159,160,409600,308,2279
870,159,176,409600,309,44
871,160,161,409600,310,2119
872,160,177,409600,311,785
873,161,162,409600,312,353
874,161,178,409600,313,991
875,162,163,409600,314,2952
876,162,179,409600,315,1667
877,163,164,409600,316,2004
878,163,180,409600,317,2277
879,164,165,409600,318,987
880,164,181,409600,319,2831
881,165,166,409600,320,1953
882,165,182,409600,321,2648
883,166,167,409600,322,2918
884,166,183,409600,323,2013
885,167,168,409600,324,1838
886,167,184,409600,325,73
887,168,169,409600,326,384
888,168,185,409600,327,1208
889,169,170,409600,328,910
890,169,186,409600,329,1659
891,170,187,409600,330,2836
892,171,172,409600,331,999
893,171,188,409600,332,1257
894,172,173,409600,333,2722
895,172,189,409600,334,2385
896,173,174,409600,335,1514
897,173,190,409600,336,1941
898,174,175,409600,337,2270
899,174,191,409600,338,2177
900,175,176,409600,339,1411
901,175,192,409600,340,1745
902,176,177,409600,341,2257
903,176,193,409600,342,1357
904,177,178,409600,343,1444
905,177,194,409600,344,2881
906,178,179,409600,345,1861
907,178,195,409600,346,1112
908,179,180,409600,347,1258
909,179,196,409600,348,1032
910,180,181,409600,349,947
911,180,197,409600,350,497
912,181,182,409600,351,2957
913,181,198,409600,352,791
914,182,183,409600,353,1295
915,182,199,409600,354,492
916,183,184,409600,355,2197
917,183,200,409600,356,2829
918,184,185,409600,357,761
919,184,201,409600,358,787
920,185,186,409600,359,889
921,185,202,409600,360,1986
922,186,187,409600,361,1135
923,186,203,409600,362,2970
924,187,204,409600,363,2417
925,188,189,409600,364,2151
926,188,205,409600,365,2447
927,189,190,409600,366,1162
928,189,206,409600,367,414
929,190,191,409600,368,798
930,190,207,409600,369,1216
931,191,192,409600,370,934
932,191,208,409600,371,1481
933,192,193,409600,372,737
934,192,209,409600,373,1241
935,193,194,409600,374,60
936,193,210,409600,375,2903
937,194,195,409600,376,2190
938,194,211,409600,377,521
939,195,196,409600,378,1126
940,195,212,409600,379,189
941,196,197,409600,380,226
942,196,213,409600,381,2269
943,197,198,409600,382,1199
944,197,214,409600,383,2859
945,198,199,409600,384,520
946,198,215,409600,385,2615
947,199,200,409600,386,2013
948,199,216,409600,387,423
949,200,201,409600,388,53
950,200,217,409600,389,2354
951,201,202,409600,390,1167
952,201,218,409600,391,1925
953,202,203,409600,392,1963
954,202,219,409600,393,1807
955,203,204,409600,394,1398
956,203,220,409600,395,758
957,204,221,409600,396,213
958,205,206,409600,397,1037
959,205,222,409600,398,1959
960,206,207,409600,399,470
961,206,223,409600,400,270
962,207,208,409600,401,1644
963,207,224,409600,402,2017
964,208,209,409600,403,306
965,208,225,409600,404,2366
966,209,210,409600,405,2581
967,209,226,409600,406,2814
968,210,211,409600,407,222
969,210,227,409600,408,624
970,211,212,409600,409,614
971,211,228,409600,410,2308
972,212,213,409600,411,1247
973,212,229,409600,412,351
974,213,214,409600,413,1019
975,213,230,409600,414,488
976,214,215,409600,415,2288
977,214,231,409600,416,1707
978,215,216,409600,417,2486
979,215,232,409600,418,2444
980,216,217,409600,419,2536
981,216,233,409600,420,927
982,217,218,409600,421,2143
983,217,234,409600,422,1561
984,218,219,409600,423,1848
985,218,235,409600,424,1816
986,219,220,409600,425,1220
987,219,236,409600,426,2413
988,220,221,409600,427,1759
989,220,237,409600,428,1253
990,221,238,409600,429,2332
991,222,223,409600,430,2546
992,222,239,409600,431,249
993,223,224,409600,432,2500
994,223,240,409600,433,409
995,224,225,409600,434,854
996,224,241,409600,435,2565
997,225,226,409600,436,867
998,225,242,409600,437,1086
999,226,227,409600,438,2708
1000,226,243,409600,439,335
1001,227,228,409600,440,646
1002,227,244,409600,441,985
1003,228,229,409600,442,714
1004,228,245,409600,443,2263
1005,229,230,409600,444,310
1006,229,246,409600,445,644
1007,230,231,409600,446,13
1008,230,247,409600,447,1676
1009,231,232,409600,448,1848
1010,231,248,409600,449,2826
1011,232,233,409600,450,2435
1012,232,249,409600,451,1927
1013,233,234,409600,452,1195
1014,233,250,409600,453,136
1015,234,235,409600,454,951
1016,234,251,409600,455,1183
1017,235,236,409600,456,2898
1018,235,252,409600,457,1161
1019,236,237,409600,458,2882
