id,src,dst,bw,srlg,distance
275,108,64,409600,275,5
276,108,70,409600,276,6
277,61,60,409600,277,5
278,61,119,409600,278,6
279,58,89,409600,279,4
280,58,121,409600,280,10
281,58,60,409600,281,5
282,58,114,409600,282,5
283,60,89,409600,283,4
284,64,141,409600,284,7
285,64,77,409600,285,4
286,89,114,409600,286,4
287,89,121,409600,287,7
288,89,179,409600,288,10
289,89,174,409600,289,10
290,89,167,409600,290,10
291,114,119,409600,291,16
292,141,139,409600,292,2
293,141,84,409600,293,5
294,141,77,409600,294,5
295,139,84,409600,295,5
296,139,174,409600,296,8
297,139,179,409600,297,8
298,139,167,409600,298,8
299,77,105,409600,299,5
300,70,91,409600,300,8
301,133,124,409600,301,3
302,119,113,409600,302,7
303,121,179,409600,303,10
304,121,167,409600,304,10
305,121,174,409600,305,10
306,84,109,409600,306,3
307,84,123,409600,307,10
308,84,174,409600,308,7
309,84,179,409600,309,7
310,84,167,409600,310,7
311,105,112,409600,311,4
312,105,140,409600,312,4
313,105,109,409600,313,9
314,112,63,409600,314,6
315,112,131,409600,315,5
316,140,66,409600,316,10
317,140,80,409600,317,9
318,66,134,409600,318,4
319,66,91,409600,319,7
320,63,131,409600,320,5
321,63,123,409600,321,4
322,63,87,409600,322,10
323,131,59,409600,323,5
324,131,142,409600,324,8
325,134,74,409600,325,9
326,134,136,409600,326,5
327,123,174,409600,327,7
328,123,179,409600,328,7
329,123,167,409600,329,7
330,80,136,409600,330,4
331,80,106,409600,331,5
332,80,56,409600,332,6
333,80,59,409600,333,9
334,136,56,409600,334,6
335,106,122,409600,335,10
336,106,59,409600,336,5
337,106,72,409600,337,6
338,142,87,409600,338,6
339,56,72,409600,339,6
340,56,104,409600,340,6
341,56,122,409600,341,6
342,72,104,409600,342,3
343,72,68,409600,343,4
344,72,122,409600,344,4
345,87,174,409600,345,7
346,87,179,409600,346,7
347,87,153,409600,347,7
348,104,122,409600,348,2
349,104,68,409600,349,2
350,122,68,409600,350,3
351,113,76,409600,351,4
352,76,102,409600,352,3
353,76,71,409600,353,7
354,102,129,409600,354,7
355,102,71,409600,355,6
356,120,100,409600,356,6
357,120,88,409600,357,2
358,120,103,409600,358,4
359,100,81,409600,359,19
360,100,88,409600,360,5
361,86,78,409600,361,6
362,88,92,409600,362,8
363,88,103,409600,363,5
364,103,137,409600,364,7
365,71,145,409600,365,5
366,71,107,409600,366,4
367,71,96,409600,367,6
368,129,75,409600,368,5
369,78,137,409600,369,4
370,78,117,409600,370,4
371,78,174,409600,371,13
372,78,179,409600,372,13
373,78,153,409600,373,13
374,137,117,409600,374,4
375,137,127,409600,375,5
376,137,83,409600,376,6
377,137,92,409600,377,5
378,145,138,409600,378,13
379,145,96,409600,379,4
380,107,96,409600,380,4
381,107,79,409600,381,3
382,117,83,409600,382,4
383,92,127,409600,383,2
384,92,174,409600,384,12
385,92,179,409600,385,12
386,92,153,409600,386,12
387,75,110,409600,387,10
388,96,79,409600,388,3
389,81,125,409600,389,6
390,83,174,409600,390,13
391,83,179,409600,391,13
392,83,153,409600,392,13
393,125,143,409600,393,2
394,125,95,409600,394,2
395,125,118,409600,395,19
396,143,95,409600,396,3
397,143,67,409600,397,7
398,95,174,409600,398,13
399,95,179,409600,399,13
400,95,167,409600,400,13
401,110,67,409600,401,2
402,110,101,409600,402,8
403,67,101,409600,403,8
404,138,111,409600,404,5
405,101,126,409600,405,2
406,101,97,409600,406,10
407,111,128,409600,407,7
408,126,90,409600,408,4
409,126,174,409600,409,13
410,126,179,409600,410,13
411,126,167,409600,411,13
412,90,85,409600,412,5
413,90,174,409600,413,13
414,90,179,409600,414,13
415,90,167,409600,415,13
416,97,98,409600,416,4
417,128,135,409600,417,5
418,85,98,409600,418,5
419,85,57,409600,419,6
420,98,73,409600,420,4
421,98,94,409600,421,7
422,98,57,409600,422,6
423,98,174,409600,423,13
424,98,179,409600,424,13
425,98,167,409600,425,13
426,135,118,409600,426,7
427,73,57,409600,427,3
428,73,94,409600,428,4
429,57,94,409600,429,6
430,155,171,409600,430,7
431,155,181,409600,431,9
432,155,148,409600,432,9
433,155,160,409600,433,11
434,155,179,409600,434,11
435,155,147,409600,435,14
436,155,165,409600,436,17
437,155,175,409600,437,15
438,155,152,409600,438,19
439,171,181,409600,439,11
440,171,148,409600,440,14
441,171,147,409600,441,7
442,171,151,409600,442,12
443,171,156,409600,443,12
444,171,161,409600,444,19
445,171,180,409600,445,19
446,171,182,409600,446,20
447,171,165,409600,447,14
448,181,148,409600,448,6
449,181,160,409600,449,6
450,181,147,409600,450,16
451,181,165,409600,451,12
452,181,173,409600,452,22
453,181,178,409600,453,21
454,148,160,409600,454,3
455,148,179,409600,455,12
456,148,152,409600,456,18
457,148,176,409600,457,15
458,160,179,409600,458,15
459,160,176,409600,459,15
460,160,167,409600,460,26
461,179,182,409600,461,11
462,179,152,409600,462,12
463,179,175,409600,463,14
464,179,198,409600,464,7
465,179,190,409600,465,7
466,179,187,409600,466,8
467,147,165,409600,467,13
468,147,151,409600,468,7
469,147,156,409600,469,6
470,147,162,409600,470,13
471,147,175,409600,471,19
472,147,163,409600,472,19
473,147,176,409600,473,29
474,147,149,409600,474,12
475,147,161,409600,475,13
476,147,180,409600,476,15
477,165,151,409600,477,11
478,165,149,409600,478,12
479,165,162,409600,479,21
480,165,168,409600,480,15
481,165,158,409600,481,23
482,165,154,409600,482,37
483,151,156,409600,483,9
484,151,149,409600,484,6
485,151,161,409600,485,7
486,151,169,409600,486,11
487,151,168,409600,487,15
488,156,149,409600,488,13
489,156,162,409600,489,9
490,156,180,409600,490,9
491,156,161,409600,491,13
492,149,161,409600,492,4
493,149,169,409600,493,6
494,149,150,409600,494,13
495,149,177,409600,495,21
496,149,168,409600,496,10
497,161,169,409600,497,4
498,161,168,409600,498,11
499,161,163,409600,499,14
500,161,150,409600,500,13
501,161,158,409600,501,15
502,162,180,409600,502,9
503,162,175,409600,503,15
504,169,168,409600,504,10
505,169,150,409600,505,10
506,169,158,409600,506,11
507,169,159,409600,507,19
508,169,163,409600,508,12
509,180,163,409600,509,18
510,180,159,409600,510,19
511,180,198,409600,511,8
512,180,190,409600,512,8
513,180,187,409600,513,8
514,168,150,409600,514,7
515,168,198,409600,515,8
516,168,190,409600,516,8
517,168,187,409600,517,8
518,175,182,409600,518,13
519,150,158,409600,519,9
520,150,177,409600,520,12
521,150,198,409600,521,8
522,150,190,409600,522,8
523,150,187,409600,523,8
524,163,159,409600,524,12
525,163,164,409600,525,16
526,163,158,409600,526,11
527,158,177,409600,527,13
528,158,164,409600,528,19
529,159,164,409600,529,4
530,177,198,409600,530,8
531,177,190,409600,531,8
532,177,187,409600,532,8
533,164,198,409600,533,8
534,164,190,409600,534,8
535,164,187,409600,535,8
536,182,167,409600,536,9
537,182,152,409600,537,15
538,152,176,409600,538,10
539,152,173,409600,539,7
540,152,154,409600,540,10
541,152,183,409600,541,15
542,152,178,409600,542,12
543,152,167,409600,543,15
544,176,173,409600,544,7
545,176,178,409600,545,5
546,176,172,409600,546,9
547,176,166,409600,547,12
548,176,157,409600,548,12
549,173,178,409600,549,6
550,173,172,409600,550,10
551,173,154,409600,551,10
552,173,183,409600,552,9
553,173,157,409600,553,10
554,173,166,409600,554,11
555,178,167,409600,555,21
556,178,172,409600,556,5
557,178,166,409600,557,8
558,178,157,409600,558,8
559,178,183,409600,559,11
560,178,174,409600,560,13
561,178,154,409600,561,15
562,167,170,409600,562,13
563,167,154,409600,563,13
564,167,198,409600,564,7
565,167,190,409600,565,7
566,167,187,409600,566,8
567,172,166,409600,567,4
568,172,157,409600,568,6
569,172,174,409600,569,9
570,172,183,409600,570,13
571,154,170,409600,571,8
572,154,183,409600,572,11
573,154,153,409600,573,13
574,166,157,409600,574,3
575,166,170,409600,575,21
576,166,174,409600,576,6
577,166,153,409600,577,19
578,166,183,409600,578,11
579,157,174,409600,579,8
580,157,183,409600,580,8
581,183,153,409600,581,10
582,183,174,409600,582,14
583,170,153,409600,583,11
584,174,198,409600,584,7
585,174,190,409600,585,7
586,174,187,409600,586,7
587,153,198,409600,587,7
588,153,190,409600,588,8
589,153,187,409600,589,8
590,192,191,409600,590,11
591,192,195,409600,591,19
592,192,193,409600,592,16
593,192,194,409600,593,11
594,191,194,409600,594,4
595,191,196,409600,595,21
596,191,193,409600,596,19
597,191,186,409600,597,15
598,194,186,409600,598,16
599,194,197,409600,599,18
600,186,197,409600,600,16
601,197,200,409600,601,11
602,197,185,409600,602,8
603,197,288,409600,603,9
604,197,233,409600,604,9
605,197,214,409600,605,10
606,200,185,409600,606,8
607,200,189,409600,607,14
608,185,189,409600,608,11
609,196,187,409600,609,7
610,187,195,409600,610,5
611,187,188,409600,611,18
612,187,198,409600,612,12
613,187,288,409600,613,10
614,187,233,409600,614,10
615,187,214,409600,615,10
616,195,198,409600,616,7
617,195,190,409600,617,19
618,195,199,409600,618,23
619,193,288,409600,619,9
620,193,233,409600,620,9
621,193,214,409600,621,10
622,188,190,409600,622,10
623,198,199,409600,623,19
624,198,288,409600,624,9
625,198,233,409600,625,9
626,198,214,409600,626,10
627,190,288,409600,627,9
628,190,233,409600,628,10
629,190,214,409600,629,10
630,189,288,409600,630,10
631,189,233,409600,631,10
632,189,214,409600,632,10
633,211,278,409600,633,7
634,211,262,409600,634,10
635,211,276,409600,635,12
636,211,261,409600,636,9
637,211,265,409600,637,10
638,211,266,409600,638,11
639,211,232,409600,639,10
640,211,263,409600,640,16
641,211,284,409600,641,28
642,278,262,409600,642,4
643,278,276,409600,643,7
644,278,261,409600,644,9
645,278,215,409600,645,10
646,278,266,409600,646,10
647,278,234,409600,647,11
648,278,249,409600,648,12
649,278,243,409600,649,34
650,262,276,409600,650,3
651,262,261,409600,651,8
652,262,215,409600,652,7
653,262,208,409600,653,6
654,276,261,409600,654,9
655,276,215,409600,655,5
656,276,208,409600,656,4
657,276,245,409600,657,11
658,276,228,409600,658,11
659,276,206,409600,659,19
660,276,279,409600,660,8
661,276,246,409600,661,14
662,276,289,409600,662,30
663,261,215,409600,663,8
664,261,208,409600,664,9
665,261,245,409600,665,4
666,261,228,409600,666,7
667,261,290,409600,667,7
668,261,239,409600,668,7
669,261,254,409600,669,11
670,261,207,409600,670,7
671,261,223,409600,671,17
672,261,265,409600,672,11
673,261,259,409600,673,17
674,261,248,409600,674,19
675,261,266,409600,675,18
676,261,232,409600,676,18
677,261,224,409600,677,19
678,215,208,409600,678,2
679,215,245,409600,679,9
680,215,228,409600,680,8
681,215,290,409600,681,10
682,215,254,409600,682,7
683,215,216,409600,683,10
684,215,279,409600,684,7
685,215,270,409600,685,9
686,215,234,409600,686,19
687,208,245,409600,687,10
688,208,254,409600,688,8
689,208,287,409600,689,18
690,208,216,409600,690,10
691,208,279,409600,691,6
692,208,270,409600,692,8
693,208,280,409600,693,19
694,245,228,409600,694,4
695,245,290,409600,695,4
696,245,239,409600,696,4
697,245,207,409600,697,6
698,245,204,409600,698,8
699,245,206,409600,699,8
700,245,260,409600,700,12
701,245,265,409600,701,11
702,245,246,409600,702,19
703,228,290,409600,703,3
704,228,239,409600,704,5
705,228,254,409600,705,6
706,228,204,409600,706,8
707,228,210,409600,707,8
708,228,212,409600,708,18
709,290,239,409600,709,3
710,290,207,409600,710,8
711,290,204,409600,711,6
712,290,235,409600,712,9
713,290,260,409600,713,9
714,290,230,409600,714,14
715,290,226,409600,715,21
716,239,207,409600,716,6
717,239,204,409600,717,4
718,239,210,409600,718,10
719,239,235,409600,719,8
720,239,259,409600,720,17
721,239,206,409600,721,6
722,254,210,409600,722,5
723,254,216,409600,723,6
724,254,246,409600,724,21
725,207,206,409600,725,5
726,207,285,409600,726,15
727,207,259,409600,727,12
728,207,222,409600,728,13
729,207,232,409600,729,18
730,207,265,409600,730,6
731,207,204,409600,731,7
732,204,206,409600,732,5
733,204,210,409600,733,11
734,204,235,409600,734,4
735,204,260,409600,735,5
736,206,235,409600,736,4
737,206,265,409600,737,9
738,206,267,409600,738,7
739,206,253,409600,739,19
740,206,260,409600,740,7
741,210,287,409600,741,7
742,210,285,409600,742,8
743,210,223,409600,743,4
744,210,216,409600,744,8
745,210,251,409600,745,8
746,210,258,409600,746,11
747,210,286,409600,747,9
748,210,209,409600,748,16
749,235,260,409600,749,4
750,235,287,409600,750,9
751,235,267,409600,751,7
752,260,287,409600,752,7
753,260,285,409600,753,6
754,260,267,409600,754,9
755,260,230,409600,755,8
756,287,285,409600,756,2
757,287,223,409600,757,5
758,287,230,409600,758,5
759,287,251,409600,759,8
760,287,255,409600,760,7
761,287,258,409600,761,9
762,287,212,409600,762,18
763,287,269,409600,763,15
764,287,222,409600,764,22
765,285,223,409600,765,6
766,285,230,409600,766,5
767,285,251,409600,767,9
768,285,255,409600,768,7
769,223,251,409600,769,5
770,223,258,409600,770,8
771,223,237,409600,771,17
772,223,209,409600,772,12
773,223,277,409600,773,12
774,223,286,409600,774,7
775,216,279,409600,775,9
776,216,270,409600,776,10
777,216,212,409600,777,8
778,216,237,409600,778,8
779,216,226,409600,779,17
780,216,274,409600,780,53
781,279,270,409600,781,3
782,265,267,409600,782,12
783,265,259,409600,783,7
784,265,222,409600,784,7
785,265,248,409600,785,9
786,265,266,409600,786,19
787,265,217,409600,787,13
788,265,275,409600,788,14
789,267,225,409600,789,19
790,230,255,409600,790,3
791,230,286,409600,791,12
792,230,209,409600,792,9
793,251,255,409600,793,9
794,251,258,409600,794,4
795,251,286,409600,795,4
796,251,277,409600,796,8
797,251,282,409600,797,14
798,270,237,409600,798,10
799,255,209,409600,799,7
800,258,286,409600,800,6
801,258,209,409600,801,6
802,258,277,409600,802,5
803,258,280,409600,803,17
804,258,269,409600,804,9
805,286,212,409600,805,10
806,286,226,409600,806,9
807,286,252,409600,807,9
808,212,237,409600,808,7
809,212,280,409600,809,4
810,212,282,409600,810,8
811,212,202,409600,811,14
812,212,220,409600,812,13
813,237,280,409600,813,9
814,209,277,409600,814,5
815,209,269,409600,815,4
816,209,252,409600,816,12
817,209,205,409600,817,9
818,209,288,409600,818,8
819,209,233,409600,819,10
820,277,269,409600,820,7
821,277,252,409600,821,8
822,277,205,409600,822,5
823,277,288,409600,823,8
824,277,233,409600,824,12
825,280,226,409600,825,8
826,280,282,409600,826,5
827,280,218,409600,827,15
828,280,220,409600,828,9
829,269,288,409600,829,7
830,269,233,409600,830,7
831,226,282,409600,831,4
832,226,252,409600,832,5
833,226,205,409600,833,9
834,226,202,409600,834,6
835,226,218,409600,835,9
836,282,202,409600,836,6
837,282,220,409600,837,9
838,282,250,409600,838,11
839,252,205,409600,839,5
840,252,202,409600,840,7
841,252,218,409600,841,6
842,252,250,409600,842,9
843,252,268,409600,843,10
844,205,288,409600,844,7
845,205,268,409600,845,12
846,288,233,409600,846,6
847,288,306,409600,847,15
848,288,296,409600,848,15
849,288,304,409600,849,15
850,202,218,409600,850,6
851,202,220,409600,851,11
852,202,250,409600,852,6
853,202,214,409600,853,8
854,202,268,409600,854,6
855,218,250,409600,855,3
856,218,268,409600,856,4
857,218,214,409600,857,4
858,233,306,409600,858,16
859,233,296,409600,859,16
860,233,304,409600,860,16
861,250,268,409600,861,2
862,250,214,409600,862,2
863,250,306,409600,863,16
864,250,296,409600,864,16
865,250,304,409600,865,16
866,268,214,409600,866,3
867,214,306,409600,867,16
868,214,296,409600,868,16
869,214,304,409600,869,16
870,259,222,409600,870,4
871,259,248,409600,871,6
872,259,217,409600,872,8
873,222,248,409600,873,3
874,222,232,409600,874,12
875,222,217,409600,875,7
876,222,291,409600,876,10
877,222,289,409600,877,19
878,222,257,409600,878,22
879,248,217,409600,879,6
880,248,275,409600,880,7
881,248,291,409600,881,8
882,248,253,409600,882,10
883,248,221,409600,883,11
884,248,264,409600,884,29
885,266,246,409600,885,6
886,266,234,409600,886,2
887,266,249,409600,887,4
888,266,283,409600,888,10
889,246,234,409600,889,5
890,232,249,409600,890,9
891,232,275,409600,891,9
892,232,224,409600,892,6
893,232,283,409600,893,9
894,232,227,409600,894,11
895,234,249,409600,895,5
896,234,224,409600,896,11
897,234,263,409600,897,12
898,234,238,409600,898,8
899,249,224,409600,899,7
900,249,283,409600,900,7
901,249,238,409600,901,7
902,249,273,409600,902,8
903,217,275,409600,903,9
904,217,291,409600,904,5
905,217,253,409600,905,4
906,217,221,409600,906,12
907,217,242,409600,907,6
908,217,225,409600,908,7
909,275,291,409600,909,7
910,275,221,409600,910,5
911,275,242,409600,911,11
912,275,271,409600,912,11
913,224,283,409600,913,4
914,224,263,409600,914,4
915,224,238,409600,915,8
916,224,273,409600,916,8
917,224,227,409600,917,8
918,224,229,409600,918,7
919,283,263,409600,919,4
920,283,238,409600,920,5
921,283,273,409600,921,5
922,283,229,409600,922,6
923,291,253,409600,923,6
924,291,221,409600,924,8
925,291,242,409600,925,4
926,291,225,409600,926,6
927,253,242,409600,927,4
928,253,225,409600,928,3
929,253,271,409600,929,19
930,253,281,409600,930,23
931,263,227,409600,931,6
932,263,229,409600,932,4
933,263,241,409600,933,12
934,263,238,409600,934,7
935,238,273,409600,935,2
936,238,227,409600,936,12
937,221,271,409600,937,7
938,221,289,409600,938,7
939,221,256,409600,939,10
940,221,213,409600,940,12
941,221,284,409600,941,16
942,273,229,409600,942,7
943,273,306,409600,943,16
944,273,296,409600,944,16
945,273,304,409600,945,16
946,242,225,409600,946,3
947,242,284,409600,947,10
948,242,257,409600,948,14
949,225,306,409600,949,15
950,225,296,409600,950,15
951,225,304,409600,951,15
952,227,229,409600,952,6
953,227,271,409600,953,6
954,227,241,409600,954,7
955,227,247,409600,955,14
956,227,244,409600,956,19
957,229,306,409600,957,16
958,229,296,409600,958,16
959,229,304,409600,959,16
960,271,289,409600,960,2
961,271,241,409600,961,2
962,271,256,409600,962,7
963,271,213,409600,963,9
964,271,247,409600,964,11
965,271,274,409600,965,21
966,289,241,409600,966,3
967,289,256,409600,967,6
968,289,213,409600,968,7
969,289,247,409600,969,10
970,289,272,409600,970,12
971,241,256,409600,971,7
972,241,236,409600,972,14
973,241,281,409600,973,21
974,256,213,409600,974,2
975,256,284,409600,975,14
976,256,247,409600,976,8
977,256,272,409600,977,10
978,256,236,409600,978,12
979,213,257,409600,979,13
980,213,272,409600,980,9
981,284,257,409600,981,5
982,284,274,409600,982,12
983,247,272,409600,983,2
984,247,236,409600,984,6
985,247,243,409600,985,10
986,247,231,409600,986,9
987,257,274,409600,987,7
988,257,281,409600,988,11
989,257,264,409600,989,15
990,272,236,409600,990,4
991,272,243,409600,991,10
992,272,231,409600,992,7
993,272,219,409600,993,13
994,236,243,409600,994,10
995,236,231,409600,995,5
996,236,244,409600,996,9
997,236,264,409600,997,12
998,236,203,409600,998,10
999,243,231,409600,999,7
1000,243,244,409600,1000,4
1001,243,219,409600,1001,8
1002,243,240,409600,1002,10
1003,274,281,409600,1003,5
1004,231,244,409600,1004,5
1005,231,219,409600,1005,7
1006,231,203,409600,1006,6
1007,244,219,409600,1007,4
1008,244,203,409600,1008,6
1009,244,240,409600,1009,7
1010,281,264,409600,1010,7
1011,219,203,409600,1011,3
1012,219,240,409600,1012,4
1013,219,306,409600,1013,16
1014,219,296,409600,1014,16
1015,219,304,409600,1015,16
1016,203,240,409600,1016,6
1017,203,306,409600,1017,16
1018,203,296,409600,1018,16
1019,203,304,409600,1019,16
1020,240,306,409600,1020,16
1021,240,296,409600,1021,16
1022,240,304,409600,1022,16
1023,300,299,409600,1023,11
1024,300,302,409600,1024,11
1025,300,294,409600,1025,21
1026,300,305,409600,1026,23
1027,300,304,409600,1027,17
1028,300,295,409600,1028,17
1029,300,301,409600,1029,16
1030,300,296,409600,1030,18
1031,300,303,409600,1031,19
1032,299,302,409600,1032,4
1033,299,294,409600,1033,15
1034,299,305,409600,1034,19
1035,299,308,409600,1035,20
1036,299,304,409600,1036,21
1037,299,295,409600,1037,22
1038,299,301,409600,1038,19
1039,299,297,409600,1039,31
1040,302,294,409600,1040,16
1041,302,305,409600,1041,18
1042,302,308,409600,1042,19
1043,302,293,409600,1043,20
1044,302,303,409600,1044,25
1045,302,301,409600,1045,20
1046,302,304,409600,1046,19
1047,294,305,409600,1047,16
1048,294,293,409600,1048,20
1049,294,339,409600,1049,8
1050,294,348,409600,1050,8
1051,294,400,409600,1051,8
1052,305,308,409600,1052,11
1053,305,293,409600,1053,8
1054,305,297,409600,1054,18
1055,308,293,409600,1055,8
1056,308,304,409600,1056,22
1057,308,297,409600,1057,14
1058,293,297,409600,1058,11
1059,293,339,409600,1059,8
1060,293,348,409600,1060,8
1061,293,400,409600,1061,8
1062,304,295,409600,1062,7
1063,304,303,409600,1063,11
1064,304,306,409600,1064,18
