id,src,dst,bw,srlg,distance
855,160,165,409600,855,6
856,160,186,409600,856,8
857,160,197,409600,857,15
858,160,247,409600,858,15
859,160,231,409600,859,15
860,186,165,409600,860,14
861,178,165,409600,861,7
862,178,197,409600,862,15
863,178,247,409600,863,15
864,178,231,409600,864,15
865,234,210,409600,865,2
866,234,261,409600,866,4
867,234,246,409600,867,8
868,234,198,409600,868,10
869,234,217,409600,869,11
870,234,243,409600,870,7
871,234,249,409600,871,9
872,234,200,409600,872,8
873,234,230,409600,873,10
874,234,214,409600,874,19
875,234,258,409600,875,19
876,234,252,409600,876,13
877,234,237,409600,877,14
878,234,262,409600,878,25
879,234,221,409600,879,11
880,234,212,409600,880,12
881,210,261,409600,881,2
882,210,246,409600,882,7
883,210,198,409600,883,8
884,210,212,409600,884,11
885,210,243,409600,885,8
886,210,249,409600,886,10
887,210,200,409600,887,10
888,210,205,409600,888,15
889,210,252,409600,889,12
890,210,239,409600,890,25
891,210,237,409600,891,14
892,210,263,409600,892,16
893,210,217,409600,893,9
894,210,230,409600,894,12
895,261,246,409600,895,6
896,261,198,409600,896,8
897,261,212,409600,897,10
898,261,217,409600,898,7
899,261,243,409600,899,10
900,261,213,409600,900,14
901,261,252,409600,901,10
902,261,238,409600,902,13
903,261,200,409600,903,12
904,261,249,409600,904,12
905,246,198,409600,905,3
906,246,212,409600,906,5
907,246,217,409600,907,7
908,246,249,409600,908,15
909,246,213,409600,909,11
910,246,207,409600,910,18
911,246,243,409600,911,12
912,246,252,409600,912,12
913,198,212,409600,913,3
914,198,217,409600,914,10
915,198,205,409600,915,15
916,198,213,409600,916,8
917,198,243,409600,917,12
918,212,243,409600,918,14
919,212,213,409600,919,7
920,212,207,409600,920,14
921,212,202,409600,921,19
922,212,217,409600,922,11
923,217,252,409600,923,5
924,217,238,409600,924,10
925,217,202,409600,925,12
926,243,249,409600,926,3
927,243,200,409600,927,7
928,243,230,409600,928,6
929,243,221,409600,929,8
930,243,205,409600,930,9
931,243,228,409600,931,10
932,243,250,409600,932,12
933,249,200,409600,933,5
934,249,230,409600,934,3
935,249,221,409600,935,6
936,249,228,409600,936,7
937,249,250,409600,937,9
938,249,205,409600,938,9
939,249,224,409600,939,16
940,249,244,409600,940,21
941,249,245,409600,941,26
942,249,259,409600,942,23
943,200,230,409600,943,4
944,200,221,409600,944,4
945,200,228,409600,945,6
946,200,253,409600,946,17
947,200,250,409600,947,9
948,200,263,409600,948,13
949,230,221,409600,949,3
950,230,228,409600,950,4
951,230,250,409600,951,6
952,230,263,409600,952,17
953,230,205,409600,953,12
954,221,228,409600,954,3
955,221,250,409600,955,6
956,221,207,409600,956,28
957,228,250,409600,957,3
958,228,214,409600,958,16
959,228,253,409600,959,19
960,250,238,409600,960,23
961,205,214,409600,961,5
962,205,258,409600,962,8
963,205,224,409600,963,7
964,205,232,409600,964,11
965,205,213,409600,965,10
966,205,256,409600,966,12
967,213,214,409600,967,14
968,213,258,409600,968,17
969,213,232,409600,969,10
970,213,244,409600,970,15
971,213,245,409600,971,16
972,213,251,409600,972,19
973,213,238,409600,973,22
974,213,237,409600,974,23
975,213,224,409600,975,10
976,214,258,409600,976,4
977,214,224,409600,977,6
978,214,232,409600,978,11
979,214,256,409600,979,8
980,214,204,409600,980,11
981,258,224,409600,981,9
982,258,256,409600,982,9
983,258,204,409600,983,11
984,224,232,409600,984,6
985,224,256,409600,985,7
986,224,244,409600,986,10
987,224,204,409600,987,10
988,224,229,409600,988,11
989,224,236,409600,989,12
990,232,256,409600,990,10
991,232,244,409600,991,6
992,232,229,409600,992,10
993,232,236,409600,993,12
994,232,257,409600,994,12
995,232,245,409600,995,14
996,232,239,409600,996,14
997,232,204,409600,997,12
998,232,203,409600,998,13
999,256,204,409600,999,3
1000,256,229,409600,1000,7
1001,256,236,409600,1001,6
1002,256,235,409600,1002,9
1003,256,225,409600,1003,19
1004,256,244,409600,1004,10
1005,256,203,409600,1005,12
1006,256,260,409600,1006,12
1007,252,238,409600,1007,6
1008,252,202,409600,1008,8
1009,252,259,409600,1009,9
1010,252,241,409600,1010,17
1011,252,208,409600,1011,28
1012,244,204,409600,1012,11
1013,244,229,409600,1013,6
1014,244,235,409600,1014,10
1015,244,203,409600,1015,8
1016,244,257,409600,1016,7
1017,244,225,409600,1017,13
1018,244,202,409600,1018,36
1019,244,236,409600,1019,9
1020,244,239,409600,1020,12
1021,204,229,409600,1021,6
1022,204,236,409600,1022,4
1023,204,207,409600,1023,23
1024,204,260,409600,1024,9
1025,204,235,409600,1025,7
1026,204,203,409600,1026,12
1027,229,236,409600,1027,3
1028,229,235,409600,1028,5
1029,229,203,409600,1029,6
1030,229,257,409600,1030,9
1031,229,254,409600,1031,13
1032,229,260,409600,1032,9
1033,236,235,409600,1033,3
1034,236,203,409600,1034,8
1035,236,260,409600,1035,7
1036,236,257,409600,1036,11
1037,207,245,409600,1037,8
1038,207,239,409600,1038,9
1039,207,251,409600,1039,7
1040,207,242,409600,1040,12
1041,207,218,409600,1041,8
1042,235,203,409600,1042,6
1043,235,260,409600,1043,5
1044,235,226,409600,1044,19
1045,235,257,409600,1045,10
1046,235,254,409600,1046,12
1047,203,257,409600,1047,5
1048,203,260,409600,1048,9
1049,203,254,409600,1049,8
1050,203,225,409600,1050,12
1051,257,225,409600,1051,8
1052,257,254,409600,1052,7
1053,257,239,409600,1053,12
1054,245,239,409600,1054,2
1055,245,251,409600,1055,6
1056,245,242,409600,1056,6
1057,245,218,409600,1057,9
1058,245,225,409600,1058,10
1059,239,251,409600,1059,8
1060,239,225,409600,1060,8
1061,239,242,409600,1061,6
1062,239,226,409600,1062,11
1063,239,220,409600,1063,13
1064,239,218,409600,1064,10
